Id,AC#,Artist,Title,Date,Medium,Dimensions,Category
1402,623092,"LEIFFERS, Henry","Pieta (after follower of Quentin Massys, Flemish, 1460-1529)",n.d.,"oil on wood panel","sight: 104 x 73 cm / 40 15/16"" x 28 3/4""; frame: 122.3 x 90.5 cm / 48 1/8"" x 35 5/8""",painting
1403,619784,"LENDWAY, Istvan (Stephen)","Untitled (Sunset in Orange)",n.d.,"acrylic on canvas","75 x 120.7 cm / 29 1/2"" x 57 1/2""",painting
1404,658586,"LEPSIN, Marianne","Along Highway 540, Manitoulin",n.d.,"watercolour on paper","31.4 x 45.1 cm / 12 3/8"" x 17 3/4""","work on paper"
1405,642649,"LEROY, Hugh",Here-Hear,n.d.,"mixed media","46 x 199 cm / 18 1/8"" x 78 3/8""","mixed media"
1406,654434,"LETENDRE, Rita","""Ode"", XIII/XXV",1979,serigraph,"67.7 x 47.3 cm / 26 5/8"" x 18 5/8""","work on paper"
1407,658651,"LETENDRE, Rita","""Ode"", XXI/XXV",1979,serigraph,"68 x 47.5 cm / 26 3/4"" x 17 11/16""","work on paper"
1408,654435,"LETENDRE, Rita","""Yatai""  54/100",1979,serigraph,"71.1 x 51.4 cm / 28"" x 20 1/4""","work on paper"
1409,658486,"LETENDRE, Rita","Silver Space",1967,serigraph,"48.5 x 35.5 cm / 19"" x 14""","work on paper"
1410,637404,"LETENDRE, Rita","Untitled [maquette, 2 parts]",1985,"acrylic on board","51 x 102 cm / 20"" x 40 1/8"" each",painting
1411,637686,"LETENDRE, Rita",Yatai,1979,serigraph,"71.1 x 51.4 cm / 28"" x 20 1/4""; frame: 103 x 80 cm / 40.6"" x 31 1/2""","work on paper"
1412,101032,"LEWARNE, Eva","Balzac?s Caf‚",2010,"acrylic on canvas","106.7 x 137.2 cm / 42"" x 54""",painting
1413,101033,"LEWARNE, Eva","Candy Store",2010,"acrylic on canvas","106.7 x 137.2 cm / 42"" x 54""",painting
1414,101036,"LEWARNE, Eva","Cloud Cafe",2010,"acrylic on canvas","91.4 x 91.4 cm / 36"" x 36""",painting
1415,101034,"LEWARNE, Eva","High Park Pond",2009,"acrylic on canvas","76.2 x 101.6 cm / 30"" x 40""",painting
1416,101035,"LEWARNE, Eva",Non-stop,2011,"acrylic on canvas","122 x 91.4 cm / 48"" x 36""",painting
1417,101084,"LEWIS IRVING, Lila","Falls, Deer River (near Belmont Lake, ON)",1991,"acrylic on paper","55.8 x 76.2 cm / 22"" x 30""","work on paper"
1418,619764,"LEWIS, Donald",Stratford,"c. 1968","acrylic on canvas","259.1 x 198.1 cm / 102"" x 78""",painting
1419,619897,"LEWIS, Donald","Stratford Festival [maquette]",1968,"mixed media","64.8 x 50.2 cm / 25 1/2"" x 19 3/4""","mixed media"
1420,661789,"LEXIER/MORRIS, Micah/Regan","Excerpts from a Conversation",1996,"mixed media","487.7 x 152.4 cm / 192"" x 60""","mixed media"
1421,661797,"LEXIER/MORRIS, Micah/Regan","Untitled [maquette, 3 parts]",n.d.,"mixed media","[1] 42.2 x 30 x 2.5 cm / 16 5/8"" x 11 13/16"" x 1""; [2] 30.2 x 46.7 cm / 11 7/8"" x 18 3/8""; [3] 86.4 x 61.3 cm / 34"" x 24 1/8""","mixed media"
1422,100145,"LIEN, Elsebeth","Morning Gargantua",1990,"watercolour on paper",n/a,"work on paper"
1423,661641,"LIEN, Elsebeth","Old Woman's Bay",1991,"pastel on paper","78.8 x 82.5 cm / 31"" x 32 1/2""","work on paper"
1424,661643,"LINDSAY, James","Battle of Britain",n.d.,"oil on canvas","119.4 x 119.4 cm / 47"" x 47""",painting
1425,100146,"LINDSAY, James","Harvest Time",n.d.,"acrylic on canvas","48 x 60 cm / 18 15/16"" x 23 5/8""",painting
1426,661675,"LINDSAY, James",Oka,1990,"acrylic on canvas","sight: 117 x 117 cm / 46"" x 46""; frame: 120 x 120 cm / 47 1/4"" x 47 1/4""",painting
1427,623333,"LINGWOOD, Rex","Untitled [maquette]","c. 1979","mixed media","50.8 x 7 x 7 cm / 20"" x 2 3/4"" x 2 3/4""","mixed media"
1428,622110,"LISMER, Arthur","The Clearing",1913,"oil on canvas","sight: 80.2 x 95.2 cm / 31 5/8"" x 37 1/2""; frame: 100 x 115.2 cm / 39 3/8"" x 45 3/8""",painting
1429,658588,"LITTLE, Carenie",Killarney,n.d.,"watercolour on paper","32.4 x 42.2 cm / 12 3/4"" x 16 5/8""","work on paper"
1430,658589,"LITTLEJOHN, Bob","Sudden Snow",n.d.,"watercolour on paper","30.8 x 49.5 cm / 12 1/8"" x 19 1/2""","work on paper"
1431,634314,"LIVERNOIS, B.E.","Ishbel Maria Gordon, Marchioness of Aberdeen",1894,photoengraving,"sight: 47 x 39.4 cm / 18 1/2"" x 15 1/2""; image: 27.3 x 22.9 cm / 10 3/4"" x 9""",portrait
1432,634455,"LIVEY, Lorna","Cabin View - Hanwell Lake  4/15",1983,etching,"sight: 79.4 x 62.2 cm / 31 1/4"" x 24 1/2""; image: 59.7 x 44.4 cm / 23 1/2"" x 17 1/2""","work on paper"
1433,619939,"LIVEY, Lorna","In Memory of Chris  6/10",1975,etching,"sight: 76.2 x 57.2 cm / 30"" x 22 1/2""; image: 60.9 x 45.7 cm / 24"" x 18""","work on paper"
1434,632624,"LIVEY, Lorna","Orr Lake Stairs  15/18",1981,etching,"sight: 64.8 x 48.3 cm / 25 1/2"" x 19""; image: 60.3 x 44.4 cm / 23 3/4"" x 17 1/2""","work on paper"
1435,634456,"LIVEY, Lorna","Orr Lake Stairs  17/18",1981,etching,"sight: 80.6 x 63.5 cm / 31 3/4"" x 25""; image: 60.3 x 44.4 cm / 23 3/4"" x 17 1/2""","work on paper"
1436,632625,"LIVEY, Lorna","Winter Bouquet  12/30",1982,etching,"sight: 64.8 x 48.3 cm / 25 1/2"" x 19""; image: 60.3 x 44.4 cm / 23 3/4"" x 17 1/2""","work on paper"
1437,634457,"LIVEY, Lorna","Winter Bouquet  16/30",1982,etching,"sight: 79.4 x 62.2 cm / 31 1/4"" x 24 1/2""; image: 60.3 x 44.4 cm / 23 3/4"" x 17 1/2""","work on paper"
1438,634458,"LIVEY, Lorna","Winter Wonder Flower  7/22",1983,etching,"sight: 80 x 63.5 cm / 31 1/2"" x 25""; image: 59.7 x 44.4 cm / 23 1/2"" x 17 1/2""","work on paper"
1439,619923,"LOCHHEAD, Kenneth Campbell","File #157  26/45",1971,lithograph,"57.2 x 76.2 cm / 22 1/2"" x 30""","work on paper"
1440,100395,"LOCK, Frederick W.","Portrait of Jonas Jones",1858,"pastel on paper","33 cm x 26.5 cm / 13"" x 10 1/2"" (oval)","work on paper"
1441,100369,"LOK, Yi Tong","Dr. Norman Bethune Homestead, Gravenhurst",2005,"oil on canvas","91.4 x 121.9 cm / 36"" x 48""",painting
1442,100370-RP,"LOK, Yi Tong","Dr. Norman Bethune Homestead, Gravenhurst [print]",2005,print,"frame: 89.2 x 104 cm / 35 1/8"" x 41""","work on paper"
1443,624429,"LONG, Marion","Major-General Charles Francis Constantine, CB, DSO [Adjutant-General of Canada, 1934]",n.d.,"oil on canvas","76.2 x 96.5 cm / 30"" x 38""",portrait
1444,605033,"LONN, George","Hon. Gordon Daniel Conant, KC, LL B [Premier of Ontario, 1942-43]",1944,"oil on canvas","sight: 212.5 x 145.2 cm / 83 3/4"" x 57 1/4""; frame: 243.5 x 177.2 cm / 96"" x 69 3/4""",portrait
1445,633766,"LORCINI, Gino","Areopagus [maquette]",n.d.,bronze,"30.8 x 41.3 x 28.6 cm / 12 1/8"" x 16 1/4"" x 11 1/4""",sculpture
1446,616950,"LORCINI, Gino",Themis,1974,Stelcoloy,"299.7 x 248.9 x 50.8 cm / 118"" x 98"" x 20""",sculpture
1447,622115-01,"LORCINI, Gino","Untitled [maquette, part 1 of 2]","c. 1978","mixed media","47 x 53.3 x 137.2 cm / 18 1/2"" x 21"" x 54""","mixed media"
1448,622115-02,"LORCINI, Gino","Untitled [maquette, part 2 of 2]","c. 1978","mixed media","15.5 x 77.5 x 66 cm / 6 1/8"" x 30 1/2"" x 26""","mixed media"
1449,662320,"LORRIMAN, L. G.","Harvey Summerville Peart, BSA","1973 or 1975","oil on canvas","59.7 X 49.7 cm / 23 1/2"" x 19 1/2""",portrait
1450,101167,"LOSIER, Claudette","Night Vision 3",n.d.,"acrylic on canvas","60.9 x 76.2 cm / 24"" x 30""",painting
1451,101102,"LUCAS WARREN, Joanne","Haliburton Highlands II, Ontario",2009,"watercolour on paper","35.5 x 50.8 cm / 14"" x 20""","work on paper"
1452,617301,"LUCAS, Helen","Emerging Woman",n.d.,lithograph,"sight: 63.5 x 49.5 cm / 25"" x 19 1/2""","work on paper"
1453,619718,"LUCAS, John","Field Marshall, the Duke of Wellington, KG, PC, GCB [Arthur Wellesley, 1st Duke of Wellington]",n.d.,print,"sight: 73.7 x 45.7 cm / 29"" x 18""; image: 67.3 x 43.2 cm / 26 1/2"" x 17""",portrait
1454,100427,"LUDLAM, Mary Anne","Winters Valley",1997,"watercolour on paper","55.9 x 76.2 cm / 22"" x 30""; frame: 88 x 105.5 cm / 34 5/8"" x 41.5""","work on paper"
1455,100318,"LUKEMAN, Edward","The Lake (Rice Lake)",1985,"oil on masonite","20.3 x 25.4 cm / 8"" x 10""",painting
1456,100319,"LUKEMAN, Edward","Upper Canada College",1966,"gouache and ink","53.3 x 68.6 cm / 21"" x 27""","work on paper"
1457,657388,"LUM, Ken R.","Ask for Larry Myers",1990,print,"34 x 43.5 cm / 13 3/8"" x 17 1/8""; frame: 36.5 x 48.5 x 2.2 cm / 14 3/8"" x 19"" x 13/16""","work on paper"
1458,640731,"LYONS, Jamie","Untitled [maquette]",n.d.,wood,"37 x 62 x 4 cm / 14 1/2"" x 24 3/8"" x 1 1/2""",sculpture
1459,619877,"MacCARTHY, Coeur-de-Lion","Rt. Hon Sir John Alexander MacDonald, PC, GCB, QC, DCL, LL D [Prime Minister of Canada, 1867-73; 1878-91]",1908,ceramics,"30.5 x 21.6 x 12.7 cm / 12"" x 8 1/2"" x 5""",bust
1460,619875,"MacCARTHY, Hamilton Plantagenet","Hon. Sir James Pliny Whitney, KCMG, KC, DCL, LL D [Premier of Ontario, 1905-14]","c. 1927",bronze,"statue: 261.6 x 142.2 x 152.4 cm / 103"" x 56"" x 60""; base: 397.5 x 365.8 x 365.8 cm / 156 1/2"" x 144"" x 144""",monument
1461,619882,"MacCARTHY, Hamilton Plantagenet","Major-General Sir Isaac Brock, KB [President and Administrator of Upper Canada, 1811-12]",1896,ceramics,"38.1 x 26.7 x 16.5 cm / 15"" x 10 1/2"" x 6 1/2""",bust
1462,619881,"MacCARTHY, Hamilton Plantagenet","Queen Victoria [Queen of Great Britain and Ireland, 1837-1901]",1897,bronze,"43.2 x 27.9 x 17.8 cm / 17"" x 11"" x 7""",monument
1463,619733,"MacCARTHY, Hamilton Plantagenet","Rt. Hon. Alexander Mackenzie, PC [Prime Minister of Canada, 1873-78]","c. 1890",plaster,"68.6 x 40.6 x 30.5 cm / 27"" x 16"" x 12""",bust
1464,632703,"MacCARTHY, Hamilton Plantagenet","Rt. Hon. Sir John Alexander Macdonald, PC, GCB, QC, DCL, LL D [Prime Minister of Canada, 1867-73; 1878-91]",1894,bronze,"statue: 292.1 x 152.4 x 132.1 cm / 115"" x 60"" x 52""; base: 345.4 x 317.5 x 317.5 cm / 136"" x 125"" x 125""",bust
1465,619735,"MacCARTHY, Hamilton Plantagenet","Rt. Hon. Sir Robert Laird Borden, PC, GCMG, K., DCL, LL D [Prime Minister of Canada, 1911-20]",n.d.,plaster,"76.2 x 55.9 x 31.8 cm / 30"" x 22"" x 12 1/2""",bust
1466,619734,"MacCARTHY, Hamilton Plantagenet","Sir Daniel Wilson Kt., FRSC [President University College, U of T, RSC, 1880-92]","c. 1890",plaster,"71.1 x 57.2 x 34.3 cm / 28"" x 22 1/2"" x 13 1/2""",bust
1467,619883,"MacCARTHY, Hamilton Plantagenet","Tecumseh [Shawnee Indian Chief, ally of British in War of 1812]",1896,ceramics,"43.2 x 27.3 x 17.8 cm / 17"" x 10 3/4"" x 7""",bust
1468,619884,"MacCARTHY, Hamilton Plantagenet","Tecumseh [Shawnee Indian Chief, ally of British in War of 1812]",1896,ceramics,"43.2 x 27.3 x 17.8 cm / 17"" x 10 3/4"" x 7""",bust
1469,624428,"MACDONALD, Evan Weekes","Frood Open Pit, International Nickel",n.d.,"oil on canvasboard","50.5 x 61 cm / 19 7/8"" x 24""; frame: 71.5 x 80 cm / 28 1/8"" x 31 1/2""",painting
1470,100173,"MACDONALD, Evan Weekes","Hon. Alexander David Hardy [Judge, County of Brant 1897-1935]",n.d.,"oil on canvas","127 x 102 cm / 50"" x 40 1/8""",portrait
1471,605029,"MACDONALD, Evan Weekes","Hon. George Alexander Drew, PC, QC [Premier of Ontario, 1943-48]",1953-54,"oil on canvas","sight: 151.5 x 112.8 cm / 59 3/4"" x 44 1/4""; frame: 170 x 131.4 cm / 67"" x 51 3/4""",portrait
1472,622106,"MACDONALD, James Edward Hervey (J.E.H.)","By the River, Early Spring",1911,"oil on canvas","sight: 49.1 x 70 cm / 19 5/16"" x 27 1/2""; frame: 79.7 x 99.7 cm / 31 3/8"" x 39 1/4""",painting
1473,632975,"MACDONALD, James Williamson  (Jock)","Crimson Cavern",1958,"oil on masonite","91.4 x 68.6 cm / 36"" x 27""; frame: 97.2 x 75 cm / 38 1/4"" x 29 1/2""",painting
1474,623619,"MACDONALD, Manly Edward","Delta Mill",n.d.,"oil on canvas","74.9 x 101 cm / 29 1/2"" x 39 1/4""; frame: 92 x 119 cm / 36 1/4"" x 46 7/8""",painting
1475,624427,"MACDONALD, Manly Edward","Newburgh on the Napanee River, Ontario",n.d.,"oil on canvas","61 x 81.3 cm / 24"" x 32""",painting
1476,619863,"MACDONALD, Manly Edward","Northland Lake",n.d.,"oil on canvas","59.7 x 48.9 cm / 23 1/2"" x 19 1/4""",painting
1477,622606,"MACDONALD, Manly Edward",Untitled,n.d.,"oil on canvas","49.8 x 64.8 cm / 19 5/8"" x 25 1/2""; frame: 64.8 x 79.4 cm / 25 1/2"" x 31 1/4""",painting
1478,622608,"MACDONALD, Manly Edward","Untitled [horses]",n.d.,"oil on canvas","49.5 x 64.5 cm / 19 1/2"" x 25 3/8""; frame: 63.5 x 78.7 cm / 25"" x 31""",painting
1479,622603,"MACDONALD, Manly Edward","Untitled [lake view]",n.d.,"oil on canvas","38.7 x 48.9 cm / 15 1/4"" x 19 1/4""; frame: 57.8 x 67.3 cm / 22 3/4"" x 26 1/2""",painting
1480,622602,"MACDONALD, Manly Edward","Untitled [stream through trees]",n.d.,"oil on canvas","39.4 x 48.9 cm / 15 1/2"" x 19 1/4""; frame: 57.8 x 67.3 cm / 22 3/4"" x 26 1/2""",painting
1481,100414,"MACDOUGALL, James","Autumn, Caledon, Ontario",1996,"acrylic on canvas","sight: 120.3 x 89.5 cm / 47 3/8"" x 35 1/2""; frame: 127.3 x 96.8 cm / 50 1/8"" x 38 1/8""",painting
1482,625801,"MACDOUGALL, Kenneth  M.","Early Morning Leaves",1979,"watercolour on paper","38.1 x 58.4 cm / 15"" x 22.9""","work on paper"
1483,658480,"MACDOUGALL, Kenneth  M.","Echo Rock",1983,"oil on board","95.3 x 120.7 cm / 37.5"" x 47.5""",painting
1484,658481,"MACDOUGALL, Kenneth  M.","Summer Hill",1977,"oil on board","120 x 151.1 cm / 47.2 x 59.4""; frame: 127 x 158 cm / 50"" x 62.2""",painting
1485,623325,"MacGREGOR, Charles","David Whyte, B Paed [Principal, Hamilton & Toronto Normal School; 1926-38]",n.d.,"oil on canvas","100.3 x 85.1 cm / 39 1/2"" x 33 1/2""",portrait
1486,623070,"MacGREGOR, Charles","Thornton Mustard, B Paed [Principal of Toronto Normal School, 1938-39]",n.d.,"oil on canvas","99.7 x 84.5 cm / 39 1/4"" x 33 1/4""",portrait
1487,622136,"MacGREGOR, John","Untitled [maquette]","c. 1978","mixed media","49.5 x 106.7 x 86.4 cm / 19 1/2"" x 42"" x 34""","mixed media"
1488,100455,"MACKAY, Allan Harding","Highway 401 [from Ontario Highways in the Rain series]",2006,"mixed media","100 x 170 cm / 39 3/8"" x 66 15/16""; frame: 115.4 cm x 186 cm / 45 1/4"" x 73 1/4""","mixed media"
1489,100449-01,"MACKAY, Allan Harding","Veteran's Memorial Competition Winner 3D Model [maquette 1 of 3 parts]",2005,"mixed media",n/a,"mixed media"
1490,619990,"MACKAY, Donald Ian",Cradle,1977,"ink drawing","54.6 x 54.6 cm / 21 1/2"" x 21 1/2""","work on paper"
1491,619991,"MACKAY, Donald Ian",Thorns,1974,"ink drawing","101 x 74.9 cm / 39 3/4"" x 29 1/2""","work on paper"
1492,619963-01,"MACKAY, Donald Ian","Untitled [maquette, part 1 of 2]","c. 1977","mixed media","44.5 x 47 x 23 cm / 17 1/2"" x 18 1/2"" x 9""","mixed media"
1493,619963-02,"MACKAY, Donald Ian","Untitled [maquette, part 2 of 2]","c. 1977",photograph,"32.5 x 27 cm / 12 3/4"" x 10 5/8""",photograph
1494,661644,"MACKENZIE, Gordon","Flags of Spring",1991,"watercolour on paper","sight: 53 x 73.5 cm / 20 7/8"" x 29""; frame: 72 x 92 cm / 28 3/4"" x 36 1/4""","work on paper"
1495,100148,"MACKENZIE, Gordon","Goulais Valley",n.d.,"watercolour on paper","41 x 58 cm / 16 1/8"" x 22 7/8""","work on paper"
1496,661683,"MACKENZIE, Gordon","Meadow Memories",1991,"watercolour on paper","sight: 53 x 72.5 cm / 20 7/8"" x 28 1/2""; frame: 73 x 91 cm / 28 1/4"" x 35 7/8""","work on paper"
1497,100149,"MACKENZIE, Gordon","Morning Entrance",n.d.,"watercolour on paper","71.2 x 91.5 cm / 28"" x 36""","work on paper"
1498,100150,"MACKENZIE, Gordon",Reunion,n.d.,"watercolour on paper","30 x 45 cm / 11 7/8"" x 17 3/4""","work on paper"
1499,658590,"MACKENZIE, Gordon",Upstream,n.d.,"watercolour on paper","35.6 x 54 cm / 14"" x 21 1/4""","work on paper"
1500,100430,"MacKINNON, Sharon","The Bay Rocks",2005,encaustic,"76.2 x 76.2 cm / 30"" x 30""; frame: 81 x 81 cm / 31 7/8"" x 31 7/8""",painting
1501,637418,"MADDISON, Jean","Untitled [maquette]",n.d.,"acrylic on canvas","81 x 126 x 15 cm / 31 7/8"" x 49 5/8"" x 6""",painting
1502,658591,"MAKI, Hazel","Wild Iris",1990,"watercolour on paper","45.7 x 66 cm / 18"" x 26""","work on paper"
1503,622665,"MAKI, Sheila Anne","Northern Symphony  AP",n.d.,lithograph,"sight: 52.1 x 41.3 cm / 20 1/2"" x 16 1/4""; image: 50.2 x 39.4 cm / 19 1/4"" x 15 1/2""","work on paper"
1504,100102,"MANCUSO, Michael",Untitled,1984,"pastel on paper","55.2 x 75.6 cm / 21.7"" x 29.7""","work on paper"
1505,622083,"MANLY, Charles MacDonald",Dartmoor,1897,"watercolour on paper","61 x 83.8 cm / 24"" x 33""","work on paper"
1506,619785,"MANLY, Charles MacDonald","Pick and Shovel",1921,"watercolour on paper","57.2 x 80 cm / 22 1/2"" x 31 1/2""","work on paper"
1507,619810,"MANLY, Charles MacDonald","The Summer's Pride",n.d.,"oil on canvas","90.2 x 135.9 cm / 35 1/2"" x 53 1/2""",painting
1508,100359,"MANNING, Claire","A Healthy, Comfortable Earth",2004,"mixed media","50 x 24.8 cm / 19 5/8"" x 9 3/4""; frame: 64 x 33.8 cm / 25 3/16"" x 13 1/4""","mixed media"
1509,632672,"MANNING, Joan Elizabeth (Jo)","Prairie II  26/75",1974,etching,"sight: 48.3 x 62.9 cm / 19"" x 24 3/4""; image: 45.1 x 60.3 cm / 17 3/4"" x 23 3/4""","work on paper"
1510,619955,"MANNING, Joan Elizabeth (Jo)","The Fencepost Grew Black with Winter  4/75",1977,etching,"sight: 62.2 x 47 cm / 24 1/2"" x 18 1/2""; image: 59.7 x 44.4 cm / 23 1/2"" x 17 1/2""","work on paper"
1511,619956,"MANNING, Joan Elizabeth (Jo)","Woodlot II  7/75",1977,etching,"sight: 62.2 x 47 cm / 24 1/2"" x 18 1/2""; image: 59.7 x 44.4 cm / 23 1/2"" x 17 1/2""","work on paper"
1512,632671,"MANNING, Joan Elizabeth (Jo)","Woodlot VIII  11/75",1977,etching,"image: 49.5 x 39.4 cm / 19 1/2"" x 15 1/2""; actual: 78.7 x 59.7 cm / 31"" x 23 1/2""","work on paper"
1513,661645,"MANNISTE, Andres","Pure Science",n.d.,"watercolour on paper","sight: 55.5 x 149 cm / 21 7/8"" x 58 5/8""; frame: 79.3 x 172 cm / 31 1/4"" x 67 3/4""","work on paper"
1514,101006,"MANSARAM, Panchal","Near Royal Ontario Museum #1",2009,"digital print","50.8 x 106.7 cm / 20"" x 42""",photograph
1515,101005,"MANSARAM, Panchal","Near Royal Ontario Museum #2",2009,"digital print","50.8 x 106.7 cm / 20"" x 42""",photograph
1516,101007,"MANSARAM, Panchal","Ottawa Market",2006,"mixed media","61 x 121.9 cm / 24"" x 48""","mixed media"
1517,101008,"MANSARAM, Panchal","Pedestrian Cross walk at Spadina",2008,"mixed media","54.6 x 75 cm / 21 1/2"" x 29 1/2""","mixed media"
1518,623621,"MAPPIN & WEBB,","The Discovery May",1904,silver,"38.2 cm / 15"" dia.",sculpture
1519,619641,"MARACLE, Douglas","Eagle Dancer",n.d.,soapstone,"30.5 x 29.9 x 21.6 cm / 12"" x 11 3/4"" x 8 1/2""",sculpture
1520,633767,"MARINO, Carol","Untitled [maquette]","c. 1983",photograph,"sight: 38.7 x 61 cm / 15 1/4"" x 24""; 6 images: 11.4 x 16.5 cm / 4 1/2"" x 6 1/2"" each",photograph
1521,632961-01,"MARKLE, Robert N.","Mohawk [maquette, part 1 of 2]",n.d.,"mixed media","25.4 x 64.8 cm / 10"" x 25 1/2"" (irregular shape)","mixed media"
1522,632961-02,"MARKLE, Robert N.","Mohawk [maquette, part 2 of 2]",n.d.,"graphite on paper","40.6 x 50.2 cm / 16"" x 19 3/4""","work on paper"
1523,636301,"MARKOVICH, Moma","Abandoned Farm [Wind and Sand]",1970,"oil on canvas","65.4 x 90.8 cm / 26"" x 36""; frame: 69.2 x 94.3 cm / 27 1/4"" x 37 1/8""",painting
1524,101269,"MARKOVICH, Moma","Agawa Bay [Hwy. 17]",1962,"oil on board","91.4 x 121.9 cm / 36"" x 48""",painting
1525,101193,"MARKOVICH, Moma","Aide Creek [New Liskeard Hwy 11]",1964,"oil on canvas","61 x 121 cm / 24"" x 48""; frame: 73.7 x 134.6 cm / 29 1/2 x 53 1/2""",painting
1526,636305,"MARKOVICH, Moma","Air Patrol [HS2L Flying Boat]",1970,"oil on canvas","65.4 x 90.8 cm / 26"" x 36""; frame: 69.2 x 94.3 cm / 27 1/4"" x 37 1/8""",painting
1527,636306,"MARKOVICH, Moma","Alligator Chapleau [Logging Tug Boat]",1971,"oil on canvas","65.4 x 90.8 cm / 26"" x 36""; frame: 69.2 x 94.3 cm / 27 1/.4"" x 37 1/8""",painting
1528,101194,"MARKOVICH, Moma","Bear Passage Bridge, Hwy 11",1965,"oil on canvas","66 x 92 cm / 26"" x 36""",painting
1529,101195,"MARKOVICH, Moma","Breaking a Trail",1967,"oil on canvas","68 x 93 cm / 27"" x 36 1/2""; frame: 80.6 x 104.5 cm / 31 1/4"" x 41 1/8""",painting
1530,636310,"MARKOVICH, Moma","Bridge at Seine River",1967,"oil on canvas","65 x 90 cm / 25 1/2"" x 35 1/2""; frame: 78.7 x 104.1 cm / 31"" x 41""",painting
1531,636311,"MARKOVICH, Moma","Bridge Construction over Spanish River, Espanola",1961,"oil on canvas","91.4 x 121.9 cm / 36"" x 48""",painting
1532,636312,"MARKOVICH, Moma","Canoe Camp [A Summer Pleasure]",1970,"oil on canvas","65.4 x 90.8 cm / 26"" x 36""; frame: 69.2 x 94.3 cm / 27 1/4"" x 37 1/8""",painting
1533,101196,"MARKOVICH, Moma","Christmas Morning at Industrial Camp Northern Ontario",1963,"oil on canvas","60 x 80 cm / 23 1/2"" x 31 1/2""; frame: 73.7 x 94 cm / 29"" x 37""",painting
1534,636316,"MARKOVICH, Moma","Claron Park on Tunder Lake",1967,"oil on canvas","91.4 x 121.9 cm / 36"" x 48""",painting
1535,636317,"MARKOVICH, Moma","Commercial Fishing [Hauling the Net]",1970,"oil on canvas","65.4 x 90.8 cm / 26"" x 36""; frame: 69.2 x 94.3 cm / 27 1/4"" x 37 1/8""",painting
1536,101197,"MARKOVICH, Moma","Concrete Forming on Hwy No. 401 [Concrete Paving Operation]",1961,"oil on canvas","97 x 122 cm / 38"" x 48""; frame: 104.1 x 134.6 cm / 41"" x 53""",painting
1537,101198,"MARKOVICH, Moma","Construction of Bridge [Hwy. No. 38 and 401 ? Odessa]",n.d.,"watercolour on paper","25.5 x 66 cm / 10"" x 26""; sight: 24.4 x 63.8 cm / 9 5/8"" x 25 1/8""; frame: 44.5 x 83.5 cm / 17.5"" x 32 7/8""","work on paper"
1538,101199,"MARKOVICH, Moma","Construction Train",1966,"oil on canvas","68 x 94 cm / 27"" x 37""; frame: 79.4 x 104.5 cm / 31 1/4"" x 41 1/8""",painting
1539,636323,"MARKOVICH, Moma","Cookery Crib [On Cameron Lake]",1969,"oil on canvas","65.4 x 90.8 cm / 26"" x 36""; frame: 69.2 x 94.3 cm / 27 1/4"" x 37 1/8"" ",painting
1540,101201,"MARKOVICH, Moma","Crushing Stone [The Prepared Way]",1968,"oil on canvas","66.7 x 91.4 cm / 26"" x 36""; frame: 79.4 x 104.8 cm / 31 1/4"" x 41 1/4""",painting
1541,101202,"MARKOVICH, Moma","Dark Ages of the Road",1962,"oil on canvas","65 x 90 cm / 25 1/2"" x 35 1/2""; frame: 79.1 x 104.1 cm / 31 1/8"" x 41""",painting
1542,636328,"MARKOVICH, Moma","DeHavilland Beaver [Supplying Survey Camp]",1970,"oil on canvas","65.4 x 90.8 cm / 26"" x 36""",painting
1543,101203,"MARKOVICH, Moma","Dirt Road [The Common Way]",1966,"oil on canvas","65 x 90 cm / 25 1/2"" x 35 1/2""; frame: 79.1 x 104.5 cm / 31 1/8"" x 41 1/8""",painting
