Id,AC#,Artist,Title,Date,Medium,Dimensions,Category
611,619804,"COROLLO, Pietro","Hon. James Joseph Foy, KC, LL D [Attorney General of Ontario, 1905-16]",n.d.,"oil on canvas","147.3 x 111.8 cm / 58"" x 44""; frame: 182.9 x 147.3 cm / 72"" x 58""",portrait
612,622015,"COURTIN, Jules [after Ferdinand Roybet]","Parting Song",1890,engraving,"sight: 54 x 38.4 cm / 21 1/4"" x 15 1/8""; image: 47 x 33.7 cm / 18 1/2"" x 13 1/4""","work on paper"
613,623842,"COX, Elford Bradley",Bear,"c. 1962-1963",limestone,"91.4 x 152.4 x 91.4 cm / 36"" x 60"" x 36""",sculpture
614,623843,"COX, Elford Bradley",Buffalo,"c. 1962-1963",limestone,"137.2 x 167.6 x 81.3 cm / 54"" x 66"" x 32""",sculpture
615,623844,"COX, Elford Bradley",Bunny,"c. 1962-1963",limestone,"66 x 134.6 x 58.4 cm / 26"" x 53"" x 23""",sculpture
616,623845,"COX, Elford Bradley",Fawn,"c. 1962-1963",limestone,"88.9 x 109.2 x 104.1 cm / 35"" x 43"" x 41""",sculpture
617,623846,"COX, Elford Bradley",Ram,"c. 1962-1963",limestone,"109.2 x 180.3 x 71.1 cm / 43"" x 71"" x 28""",sculpture
618,623847,"COX, Elford Bradley",Swan,"c. 1962-1963",limestone,"91.4 x 134.6 x 86.4 cm / 36"" x 53"" x 34""",sculpture
619,619770,"COX, Elford Bradley","The Days of the Year",1966-1968,"bronze and glass","182.9 x 302.3 x 317.5 cm / 72"" x 119"" x 125""",sculpture
620,623848,"COX, Elford Bradley",Turtle,"c. 1962-1963",limestone,"91.4 x 134.6 x 86.4 cm / 36"" x 53"" x 34""",sculpture
621,623849,"COX, Elford Bradley",Untitled,"c. 1968","white granite","157.5 x 238.8 x 81.3 cm / 62"" x 94"" x 32""",sculpture
622,619744,"CRAIG, Alan Maxwell",Greylands,n.d.,wood,"122 x 180.5 cm / 43"" x 71""",sculpture
623,619753,"CRAIG, Alan Maxwell","Greylands [maquette]",n.d.,wood,"22.2 x 29.8 cm / 8 3/4"" x 11 3/4""",sculpture
624,654440,"CRAIG, David","Charles Herbert Best",n.d.,"oil on canvas","76 x 61 cm / 30"" x 24""",portrait
625,654442,"CRAIG, David","Charles K. Clarke",n.d.,"oil on canvas","76 x 61 cm / 30"" x 24""",portrait
626,654441,"CRAIG, David","Norman Bethune",n.d.,"oil on canvas","76 x 61 cm / 30"" x 24""",portrait
627,654439,"CRAIG, David","Sir Frederick Grant Banting",n.d.,"oil on canvas","76 x 61 cm / 30"" x 24""",portrait
628,654443,"CRAIG, David","Sir William Osler (1849-1919)",n.d.,"oil on canvas","76 x 61 cm / 30"" x 24""",portrait
629,101150,"CRAIG, Philip","Study, Snake Island",2013,"oil on canvas","64.7 x 80 cm / 25 1/2"" x 31 1/2""",painting
630,101151,"CRAIG, Shannon","Bruce Trail Rocks",2013,"oil on canvas","101.6 x 101.6 cm / 40"" x 40""",painting
631,658535,"CRIBBS, Catharine","February Thaw",n.d.,"watercolour on paper","52.7 x 73 cm / 20 3/4"" x 28 3/4""","work on paper"
632,658534,"CRIBBS, Catharine",Untitled,1990,print,"63.2 x 43.2 cm / 24 7/8"" x 17""","work on paper"
633,658536,"CRIBBS, Catharine",Untitled,1991,print,"70.5 x 50.8 cm / 27 3/4"" x 20""","work on paper"
634,606897,"CROSSMAN, E.A.","Hon. John Stevenson [Speaker of the Ontario Legislature, 1867-71]",n.d.,"mixed media","125.7 x 80 cm / 49 1/2"" x 31 1/2""; frame: 150 x 106 cm / 59"" x 41 3/4""",portrait
635,101066,"CSEH-WOODLAND, Krystyna","Imaginary Landscape #4583",2005,encaustic,"127 x 122 cm / 48 3/4"" x 48 3/4""",painting
636,100436,"CSEH-WOODLAND, Krystyna","Inspired by Muskoka, Imaginary Landscape #1826",2004,encaustic,"127 x 121.9 cm / 50"" x 48""; frame: 139.1 x 128.9 cm / 54 3/4"" x 50 3/4""",painting
637,100458,"CULIC, Laura","Fleeting November Sun",2007,"oil on panel","76.2 x 101.6 cm / 30"" x 40""; frame: 81.3 x 106.7 / 32"" x 42""",painting
638,100131,"CULL, Bruce","Winter Scene",1991,"oil on canvas","81.5 x 101.5 cm / 32 1/8"" x 40""",painting
639,625795,"CUMMINGS, Thomas C. (Tom)","Milk, Medals and Memories",n.d.,"oil on masonite","74.9 x 62.2 cm / 30"" x 24 1/2""; frame: 84.9 cm x 97.3 cm / 33 1/2"" x 38 1/4""",painting
640,605050,"CUNEO, Cyrus Cincinatto","A Glengarry Settler",n.d.,"oil on canvas","sight: 236 x 181 cm / 93"" x 71 1/4""; frame: 262.5 x 207 cm / 103 3/8"" x 81 1/2""",painting
641,658492,"CURNOE, Greg","America  3/21, May 31/June 3",1989,lithograph,"70 x 50.8 cm / 27 1/2"" x 20""","work on paper"
642,622064,"CUTTS, Gertrude Eleanor Spurr","A Quiet Afternoon, Beaupre",n.d.,"oil on canvas","33 x 85.1 cm / 13"" x 33 1/2""",painting
643,622103,"CUTTS, Gertrude Eleanor Spurr","A Surrey Heath",1898,"oil on canvas","30.5 x 61 cm / 12"" x 24""",painting
644,622089,"CUTTS, Gertrude Eleanor Spurr","The Vale of Tintern",1893,"oil on canvas","sight: 34.2 x 49.5 cm / 13 1/2"" x 19 1/2""; frame: 54 x 69.3 cm / 21 1/4"" x 27 1/4""",painting
645,622035,"CUTTS, William Malcolm","""Men May Come and Men May Go""",n.d.,"oil on canvas","50.2 x 61 cm / 19 1/4"" x 24""",painting
646,636038,"CUTTS, William Malcolm","Hon. Sir James Pliny Whitney, KCMG, KC, DCL, LL D [Premier and President of Executive Council of Ontario, 1905-1914]",n.d.,"oil on canvas","76.8 x 59.1 cm / 30 1/4"" x 23 1/4""; frame: 76.2 x 60.3 cm / 30"" x 23 1/4""",portrait
647,622034,"CUTTS, William Malcolm","Squally Weather in the Channel",n.d.,"oil on canvas","sight: 42.5 x 77 cm / 16 3/4"" x 30 5/16""; frame: 66 x 97.2 cm / 26"" x 38 1/4""",painting
648,695393,"DAMASDI, Julius","Fort York [after C. W. Jefferys]",n.d.,"ink drawing","33 x 106.7 cm / 13"" x 42""","work on paper"
649,695392,"DAMASDI, Julius","Opening of Lakehead [after C. W. Jefferys]",n.d.,"pen and ink on paper","31.8 x 116.8 cm / 12 1/2"" x 46""","work on paper"
650,695388,"DAMASDI, Julius","Opening of the St. Lawrence [after C. W. Jefferys]",n.d.,"ink drawing","32.5 x 86.5 cm / 12 13/16"" x 34 1/16""","work on paper"
651,695389,"DAMASDI, Julius","Opening of the Welland Canal [after C. W. Jefferys]",n.d.,"ink drawing","34.5 x 89.5 cm / 13 9/16"" x 35 1/4""","work on paper"
652,695385,"DAMASDI, Julius","The First Railway [after C. W.Jefferys]",n.d.,"ink drawing","34.8 x 86.3 cm / 13 11/16"" x 34""","work on paper"
653,658537,"DAOUST, Lozia","Stacks from Highway 144",n.d.,"watercolour on paper","27 x 47 cm / 10 5/8"" x 18 1/2""","work on paper"
654,635002,"DAVEY, Oliver","Fighting Moose  21/30",1979,serigraph,"sight: 59.7 x 87.6 cm / 23 1/2"" x 24 1/2""; image: 44.4 x 73.7 cm / 17 1/2"" x 29""","work on paper"
655,635003,"DAVEY, Oliver","The Wolf  16/75",1979,serigraph,"sight: 68.6 x 82.6 cm / 27"" x 32 1/2""; image: 52.7 x 67.9 cm / 20 3/4"" x 26 3/4""","work on paper"
656,623850,"DAVIES, Haydn Llewellyn","Space Composition Red","c. 1978",aluminum,"1097.3 x 609.6 x 548.6 cm / 432"" x 240"" x 216""",sculpture
657,622116-01,"DAVIES, Haydn Llewellyn","Space Composition Red [maquette, part 1 of 2]","c. 1977",metal,"74.9 x 59.7 x 35.6 cm / 29 1/2"" x 23 1/2"" x 14""",sculpture
658,622116-02,"DAVIES, Haydn Llewellyn","Space Composition Red [maquette, part 2 of 2]","c. 1977","mixed media","54.6 x 70 cm / 21 1/2"" x 27 1/2""","mixed media"
659,642641-01,"DAVIES, Haydn Llewellyn","Untitled [maquette, part 1 of 2]",n.d.,"mixed media","67 x 88 cm / 26 3/8"" x 34 5/8""","mixed media"
660,642641-02,"DAVIES, Haydn Llewellyn","Untitled [maquette, part 2 of 2]",n.d.,metal,"20 x 53 x 15 cm / 7 7/8"" x 20 7/8"" x 6""",sculpture
661,622679,"DAVIES, Mary MacGowan","Marks - II  8/25",n.d.,lithograph,"sight: 75.6 x 56.5 cm / 29 3/4"" x 22 1/4""; image: 69.9 x 45.1 cm / 27 1/2"" x 17 3/4""","work on paper"
662,661682,"DAVIES, Nancy","Ride 'em Cowboy",1991,"watercolour on paper","sight: 28 x 34 cm / 11"" x 13 3/8""; frame: 45 x 50.5 cm / 17 3/4"" x 19 7/8""","work on paper"
663,661673,"DAVIES, Sue",Dandelions,1990,"watercolour on paper","sight: 43.5 x 42 cm / 17 1/8"" x 16 1/2""; frame: 60 x 49 cm / 23 5/8"" x 19 5/16""","work on paper"
664,661671,"DAVIES, Sue",Geraniums,1990,"watercolour on paper","sight: 50 x 33.5 cm / 19 11/16"" x 13 3/16""; frame: 73 x 56 cm / 28 3/4"" x 22""","work on paper"
665,661672,"DAVIES, Sue",Horses,1990,"watercolour on paper","sight: 36.5 x 54 cm / 14 3/8"" x 21 1/4""; frame: 58 x 75.5 cm / 22 7/8"" x 29 3/4""","work on paper"
666,101152,"DAVIS, Eugenie","Window Series 6",2013,"oil on board","66 x 45.7 cm / 26"" x 18""",painting
667,101153,"DAVIS, Eugenie","Window Series 7",2013,"oil on board","66 x 45.7 cm / 26"" x 18""",painting
668,101154,"DAVIS, Eugenie","Window Series 8",2013,"oil on board","66 x 45.7 cm / 26"" x 18""",painting
669,624435,"DAVIS, Laura Van Vechten",Elizabeth,n.d.,"oil on canvas","61 x 50.8 cm / 24"" x 20""",painting
670,101067,"DAVIS, Sheila","I Believe",2012,"oil on panel","121.9 x 152.4 cm / 48"" x 60""",painting
671,101068,"DAWSON, David","Muskoka Bay",2012,"watercolour on paper","63.5 x 78.7 cm / 25"" x 31""","work on paper"
672,100347,"DE BONI, Nancy","Ancient Elements",2002,"oil on canvas","101.6 x 152.4 cm / 40"" x 60""",painting
673,619788,"DE JONGHE/VERBOECKHOVEN, Jan Baptist/Eugene","Landscape in the Neighbourhood of Brussels",n.d.,"oil on canvas","sight: 70.7 x 86.2 cm / 27 7/8"" x 34""; frame: 84.5 x 99.6 cm / 33 1/4"" x 39 1/4""",painting
674,623851,"DE'ANGELIS, Joseph R.",Untitled,"c. 1978",fibreglass,"609.6 x 640.1 cm / 240"" x 252""",sculpture
675,623002-01,"DE'ANGELIS, Joseph R.","Untitled [maquette, part 1 of 3]",1978,wood,"50.8 x 111.8 x 26.7 cm / 20"" x 44"" x 10 1/2""",sculpture
676,623002-02,"DE'ANGELIS, Joseph R.","Untitled [maquette, part 2 of 3]",1978,photograph,"90.2 x 38.7 cm / 35 1/2"" x 15 1/4""",photograph
677,623002-03,"DE'ANGELIS, Joseph R.","Untitled [maquette, part 3 of 3]",1978,photograph,"67.3 x 43.8 cm / 26 1/2"" x 17 1/4""",photograph
678,658470,"DEBASSIGE, Blake","Communication [maquette]",1991,"acrylic on canvas","41 x 152 cm / 16 1/8"" x 60""",painting
679,636032,"DEBASSIGE, Blake","First Born",1982,"acrylic on canvas","121.9 x 91.4 cm / 48"" x 36""",painting
680,658467,"DEBASSIGE, Blake",Mish-A-Kin-A-Bic,1989,"acrylic on canvas","54 x 79 cm / 21 1/4"" x 31 1/8""; frame: 55 x 80.5 cm / 21 5/8"" x 31 11/16""",painting
681,658665,"DEBASSIGE, Blake","People of the Woodlands, 1991 [maquette]",1991,"acrylic on canvas","20.3 x 76.2 cm / 8"" x 30""; frame: 26.5 x 82 cm / 10 7/16"" x 32 1/4""",painting
682,623993,"DEBASSIGE, Blake","Root Digger",n.d.,"acrylic on canvas","90.2 x 69.9 cm / 35 1/2"" x 27 1/2""",painting
683,658669,"DEBASSIGE, Blake","The Dream Drum",1992,"acrylic on canvas","244 x 915 cm / 96"" x 360 1/4"" overall (5 panels: 244 x 183 cm / 96"" x 72"" each)",painting
684,661754,"DEBASSIGE, Blake","The Path of Life [maquette]",1994,"acrylic on canvas","86.5 x 71.2 cm / 34"" x 28""; frame: 90 x 75 cm / 35 7/16"" x 29 1/2""",painting
685,100463,"DEBRABANDERE, Nicole","Ontario Agriculture",2008,ceramics,"72.4 x 69.9 x 10.8 cm / 28 1/2"" x 27 1/2"" x 4 1/4""",ceramic
686,100057,"DeNIVERVILLE, Louis","From On High",1986,"acrylic on canvas","102 x 204 cm / 40 1/8"" x 80 5/16""; frame: 106.8 x 208.5 cm / 42"" x 82 1/8""",painting
687,619323-01,"DENNIS, Peter R.","Canadian Shield [maquette, part 1 of 3]",1977,aluminum,"11.4 x 47 x 12.7 cm / 4 1/2"" x 18 1/2"" x 5""",sculpture
688,619323-02,"DENNIS, Peter R.","Canadian Shield [maquette, part 2 of 3]",1976,"watercolour on paper","38.1 x 53.3 cm / 15"" x 21""","work on paper"
689,619323-03,"DENNIS, Peter R.","Canadian Shield [maquette, part 3 of 3]",1977,"watercolour on paper","35.6 x 50.8 cm / 14"" x 20""","work on paper"
690,661774,"DENTON, Frank","Hon. Mr. Justice Frederick Barlow",1957/1959,"oil on canvas","102.3 x 76.5 cm / 40 1/4"" x 30 1/8""; frame: 118 x 92.6 cm / 46 1/2"" x 36 1/2""",portrait
691,623523,"DESANGES, Chevaler Louis William","Lieutenant Roberts Dunn V.C., at the Battle of Balaclava",n.d.,"oil on canvas","62.9 x 73.7 cm / 24 3/4"" x 29""",portrait
692,632974,"DE'SETA, Roberto","Hon. John Parmenter Robarts, PC, CC, QC, DCL, LL D [Prime Minister of Ontario, 1961-71]","c. 1982","oil on canvas","sight: 125.3 x 105.2 cm / 49 5/16"" x 41 7/16""; frame: 149 x 128.5 cm / 58 5/8"" x 50 5/8""",portrait
693,101069,"DIERLAM, Lois","Early Morning, Kensington Market, Toronto",1994,"mixed media","57 x 77 cm / 22 1/2"" x 30 1/4""","mixed media"
694,100412,"DIERLAM, Lois","Killarney Provincial Park, A.Y. Jackson Lake",2001,"watercolour on paper","sight: 54.6 x 73.7 cm / 21 1/2"" x 29""; frame: 70.4 x 89.5 cm / 27 3/4"" x 35 1/4""","work on paper"
695,662319,"DIERLAMM, P.","M. F. Rittenhouse",n.d.,"oil on canvas","117 x 81.5 cm / 46"" x 32 1/4""",portrait
696,100382,"DIMITRIADIS, Fannie","Clothes Pegs l",2006,photograph,"20.3 x 25.4 cm / 8"" x 10""; frame: 30.5 x 38.2 cm / 12"" x 15""",photograph
697,100383,"DIMITRIADIS, Fannie","Clothes Pegs ll",2006,photograph,"20.3 x 25.4 cm / 8"" x 10""; frame: 30.5 x 38.2 cm / 12"" x 15""",photograph
698,100384,"DIMITRIADIS, Fannie","Clothes Pegs lll",2006,photograph,"20.3 x 25.4 cm / 8"" x 10""; frame: 30.5 x 38.2 cm / 12"" x 15""",photograph
699,101292,"DINEEN, Ryan","Go Home Bay",2014,"oil on canvas","91.4 x 122 cm / 36"" x 48""",painting
700,101293,"DINEEN, Ryan",Shipping,2015,"oil on canvas","91.4 x 152.4 cm / 36"" x 60""; frame: 101 x 160.5 cm / 39 1/4"" x 63 1/4""",painting
701,630312,"DINGLE, Adrian","The Rt. Hon. Sir Winston Leonard Spencer Churchill, KG, PC, OM, CH, FRS [Prime Minister of the United Kingdom, 1940-45, 1951-55]",n.d.,"oil on masonite","40 x 49.5 cm / 15 3/4"" x 19 1/2""",portrait
702,632614,"DIXON, Jane","Dream Unicorn",1982,textile,"129.5 x 96.5 cm / 51"" x 38""",textile
703,624434,"DOLLACK, Malvern","Old Bridge, Massey Estate, Dentonia Park",n.d.,"oil on canvas","50.8 x 61 cm / 20"" x 24""",painting
704,624433,"DONGES, Langley Thomas","Early Snow, Erindale",n.d.,"oil on canvas","59.1 x 71.8 cm / 23 1/4"" x 28 1/4""",painting
705,658538,"DONLEY, Doug",Booked,1990,"mixed media","35.6 x 35.9 cm / 14"" x 14 1/8""","mixed media"
706,658544,"DONLEY, Doug","Dead with Fish",1991,"mixed media","35.6 x 35.6 cm / 14"" x 14""","mixed media"
707,658541,"DONLEY, Doug","Doug and Adam/Mary and Eve [diptych]",n.d.,"acrylic on canvas","76.2 x 71.1 cm / 30"" x 28"" each",painting
708,658543,"DONLEY, Doug",Inarticulate,1991,"mixed media","35.6 x 35.6 cm / 14"" x 14""","mixed media"
709,658542,"DONLEY, Doug","Stop Watch",1990,"mixed media","35.6 x 35.6 cm / 14"" x 14""","mixed media"
710,658539,"DONLEY, Doug",Tripping,n.d.,"mixed media","35.3 x 35.6 cm / 13 7/8"" x 14""","mixed media"
711,622006,"DONOGHUE, Lynn","Hon. John Edward Stokes [Speaker of the Ontario Legislature, 1977-81]",1978,"oil on canvas","151.8 x 120 cm / 59 3/4"" x 47 1/4""; frame: 170 x 139 cm / 67"" x 54 3/4""",portrait
712,100468,"DOUGLAS-MURRAY, Hugh","103 Catherine Street, Hamilton",2008,"fired clay","73.5 x 72.5 x 10 cm / 29"" x 28 1/2"" x 4""",ceramic
713,100468-01,"DOUGLAS-MURRAY, Hugh","103 Catherine Street, Hamilton [maquette]",2008,"ceramic & terracotta","48.3 x 48.3 x 3.8 cm / 19"" x 19"" x 1 1/2""",ceramic
714,661717,"DOWBAK, Damon",Rock/Water,n.d.,"mixed media","214 x 762 cm / 84 1/4"" x 300"" overall","mixed media"
715,101155,"DOWN, Jeremy","Trouble Volume",2013,"oil on canvas","106.6 x 115.5 cm / 42"" x 45 1/2""",painting
716,663554,"DRYSDALE, Gordon","Smokey Hollow Farm, Manitoulin Island",1991,"oil on masonite","61 x 106.7 cm / 24"" x 42""",painting
717,661665,"DRYSDALE, Gordon","The Hay Loft",1991,"acrylic on canvas","sight: 90 x 59 cm / 35 7/16"" x 23 1/4""; frame: 108 x 76.5 cm / 42 1/2"" x 30 1/8""",painting
718,625900,"DRYSDALE, Kenneth William",Untitled,n.d.,"oil on masonite","73.6 x 59.7 cm / 29"" x 23 1/2""",painting
719,658545,"DUBUC BEDARD, Anita","Lady in Red Hat",1985,"pastel on paper","62.2 x 48.3 cm / 24 1/2"" x 19""","work on paper"
720,661692-02,"DUFOUR, Line","Concurrence / Settlement / Community [maquette, part 2 of 4]",n.d.,"mixed media","3 panels: 45.7 x 45.7 cm / 18"" x 18"" each; textile squares mounted on each panel: 15.6 x 14.6 cm / 6 1/8"" x 5 3/4","mixed media"
721,101355,"DUMAS, Michael","Autumn Amber - White Tailed Deer",1998,"oil on panel","26.6 x 38.7 cm / 10 1/2"" x 15 1/4""",painting
722,101354,"DUMAS, Michael","River Run - Brook Trout",1998,"oil on panel","26.6 x 38.7 cm / 10 1/2"" x 15 1/4""",painting
723,100429,"DUMAS-HUDECKI, Patricia","Iron Tapestry",2007,"acrylic on canvas","68.6 x 58.4 cm / 27"" x 23""; frame: 75.6 x 64.8 cm / 29 3/4"" x 25 1/2""",painting
724,619730,"DUNBAR, F.A.T.","Hon. George Brown [Leader, Coalition Government of 1864-65]",n.d.,plaster,"73.7 x 66 x 38.1 cm / 29"" x 26"" x 15""",bust
725,626224,"DUNBAR, F.A.T.","Queen Victoria [Queen of Great Britain and Ireland, 1837-1901]",1889,bronze,"77.5 x 47 x 25.4 cm / 30 1/2"" x 18 1/2"" x 9.6""",bust
726,622095,"DUNBAR, F.A.T.","Sir Casimir Stanislaus Gzowski, KCMG [Administrator of the Province of Ontario, 1896-97]","c. 1889",plaster,"63.5 x 39.4 x 25.4 cm / 25"" x 15 1/2"" x 10""",bust
727,619886,"DUNBAR, F.A.T.","The Rt. Hon Sir John Alexander Macdonald, PC, GCB, QC, DCL, LL D [Prime Minister of Canada, 1867-73; 1878-91]",1881,plaster,"53.3 x 33 x 26.7 cm / 21"" x 13"" x 10 1/2""",bust
728,616947,"DURHAM, Michael","Untitled [4 panels]",1974,"acrylic on canvas","219.7 x 419.1 cm / 86 1/2"" x 165"" overall",painting
729,637422,"DURR, Pat","Untitled [maquette]",1984,wood,"22 x 80 x 31 cm / 8 5/8"" x 31 1/2"" x 12 3/16""",sculpture
730,636221,"DVIR, Eitan","Hon. William Grenville Davis, PC, CC, QC [Premier of Ontario, 1971-85]",1984,"oil on canvas","61 x 50.2 cm / 24"" x 19 3/4""",portrait
731,636650,"DVIR, Eitan","Untitled [Loyalists]",n.d.,"oil on canvas",n/a,painting
732,101048,"EADY, Ron","On the Great Lakes 1",2011,encaustic,"76.2 x 101.6 cm / 30? x 40?",painting
733,632615,"EARLE, Michael","Rain Birds  8/17","c. 1982",serigraph,"48.3 x 66 cm / 19"" x 26""","work on paper"
734,632616,"EARLE, Michael","Robin  2/38",1982,serigraph,"sight: 54 x 73 cm / 21 1/4"" x 28 3/4""; image: 52.4 x 71.8 cm / 20 5/8"" x 28 1/4""; frame: 72.5 x 90 cm / 28 1/2"" x 35 7/16""","work on paper"
735,632617,"ECCLES, Ronald Kenneth (Ron)","Line Stone Garden",1981,"oil on canvas","162.6 x 182.9 cm / 64"" x 72""",painting
736,658596,"ECHALOOK,","Untitled [Mother and Child]",n.d.,soapstone,"39.5 x 40.5 x 40.5 cm / 15 1/2"" x 16"" x 16""",sculpture
737,626472,"ECHALOOK, Moses","Mother and Child",n.d.,soapstone,"43.2 x 38.1 x 40.6 cm / 17"" x 15"" x 16""",sculpture
738,100134,"EDGE, William","Montreal River",1988,"oil on canvas","51 x 61 cm / 20 1/8"" x 24""",painting
739,100135,"EDGE, William","Northern River",1990,"oil on canvas","76.5 x 61 cm / 30 1/8"" x 24""",painting
740,101331,"EEGYVUDLUK,","The Nesting Bird of Inuksuit",n.d.,print,"frame: 88.3 x 88.3 cm / 25 3/4"" x 31 3/4""","work on paper"
741,623098,"EHLERT, Una Mavis","Quiet Moment",n.d.,bronze,"24.1 x 11.4 x 13.4 cm / 9 1/2"" x 4 1/2"" x 5 1/4""",sculpture
742,101070,"ELKIN, Elizabeth","On the Shore",2012,"oil on canvas","50.8 x 60.9 cm / 20"" x 24""",painting
743,624432,"ELLIOTT, Douglas Ferguson","Summer Mood, Bronte",n.d.,"oil on masonite","50.8 x 66 cm / 20"" x 26""",painting
744,658546,"ELLIOTT, Jack",Untitled,n.d.,"mixed media","73.7 x 54.6 cm / 29"" x 21 1/2""","mixed media"
745,633338,"ELOUL, Kosso","Salut (formerly called Up and Onward)","c. 1975","stainless steel","365.8 x 365.8 x 182.9 cm / 144"" x 144"" x 72""",sculpture
746,662316,"ELOUL, Kosso","The Passage [The Ontario Bicentennial Time Capsule Sculpture]",n.d.,"mixed media","244 x 241 x 274 cm / 96 1/8"" x 94 7/8"" x 107 7/8""","mixed media"
747,623338-01,"ELOUL, Kosso","Untitled [maquette, part 1 of 2]",1979,wood,"11.4 x 41.3 x 24.8 cm / 4 1/2"" x 16 1/4"" x 9 3/4""",sculpture
748,623338-02,"ELOUL, Kosso","Untitled [maquette, part 2 of 2]",1979,"mixed media","24.1 x 41.3 x 28.3 cm / 9 1/2"" x 16 1/4"" x 11 1/8""","mixed media"
749,101072,"ENG, Jean","Bonsai Minute",2008,"acrylic on canvas","124.4 x 124.4 cm / 49"" x 49""",painting
750,100348,"ENG, Jean","X's and O's",1990,"mixed media","120 x 120 cm / 47 1/4"" x 47 1/4""; frame: 123.8 x 123.8 cm / 48 3/4"" x 48 3/4""","mixed media"
751,658468,"ENSE, Don","Bringing in the Catch",1990,"acrylic on canvas","61 x 51 cm / 24"" x 20""; frame: 63 x 52.7 cm / 24 13/16"" x 20 3/4""",painting
752,635004,"ETHERINGTON, Leo","Fishers  14/70",n.d.,serigraph,"sight: 50.8 x 67.3 cm / 20"" x 26 1/2""; image: 37.5 x 54.6 cm / 14 3/4"" x 21 1/2""","work on paper"
753,635006,"ETHERINGTON, Leo","Untitled  1/5 AP",n.d.,serigraph,"116.8 x 149.9 cm / 46"" x 59""","work on paper"
754,635005,"ETHERINGTON, Leo","Untitled  11/70",n.d.,serigraph,"108 x 97.8 cm / 42 1/2"" x 28 1/2""","work on paper"
755,635007,"ETHERINGTON, Leo","Untitled  12/70",n.d.,serigraph,"149.9 x 116.8 cm / 59"" x 46""","work on paper"
756,635009,"ETHERINGTON, Leo","Weh - Heow - Peesim  4/60",1980,serigraph,"sight: 70.5 x 52.1 cm / 27 3/4"" x 20 1/2""; image: 55.9 x 36.8 cm / 22"" x 14 1/2""","work on paper"
757,100457,"EVANS, Gary","Molson Park #3",2006,"oil on canvas","122.3 cm x 183 cm / 48"" x 72""; frame: 128.3 x 188.6 cm / 50 1/2 x 74 1/4""",painting
758,637402,"EVANS, Richard C. (Ric)","Good Neighbours [maquette]",1985,"mixed media","31 x 60 x 3 cm / 12 3/16"" x 23 5/8"" x 1 3/16""","mixed media"
759,101294,"EVANS, Richard C. (Ric)","Variations of Colour and Form No. 2",2014,"oil on panel","61 x 61 cm / 24"" x 24""; frame: 63.5 x 63.5 cm / 25"" x 25""",painting
760,661755-41,"EVANS, Steven","Allstate Centre, Allstate Parkway, Markham, view of Garden; The Webb Zerafa Menkes Housden Partnership",1984,photograph,"frame: 67 x 77 cm / 26 3/8"" x 30 5/16""",photograph
761,661755-45,"EVANS, Steven","Bowlby Residence, 2 Cedarwood Avenue, North York, north wall; Peter Hamilton Architects",1987,photograph,"frame: 44 x 54 cm / 17 5/16"" x 21 1/4""",photograph
762,661755-44,"EVANS, Steven","Bowlby Residence, 2 Cedarwood Avenue, North York, view of entrance; Peter Hamilton Architects",1987,photograph,"frame: 54 x 44 cm / 21 1/4"" x 17 5/16""",photograph
763,661755-18,"EVANS, Steven","Carverhill Russell Design Building, 47 Jefferson Avenue; Natale Scott Browne Architects",1986,photograph,"frame: 67 x 77 cm / 26 3/8"" x 30 5/16""",photograph
764,661755-07,"EVANS, Steven","Gottschalk + Ash Offices, 11 Bishop Street; Barton Myers Associates",1984,photograph,"frame: 54 x 44 cm / 21 1/4"" x 17 5/16""",photograph
765,661755-06,"EVANS, Steven","Gottschalk + Ash Offices, lobby, 11 Bishop Street; Barton Myers Associates",1984,photograph,"frame: 77 x 66 cm / 30 5/16"" x 26""",photograph
766,661755-33,"EVANS, Steven","Harbour Terrace, Queen's Quay West, night view; Daniel Li Architect",1987,photograph,"frame: 67 x 77 cm / 26 3/8"" x 30 5/16""",photograph
767,661755-31,"EVANS, Steven","Harbour Terrace, Queen's Quay West; Daniel Li Architect",1987,photograph,"frame: 44 x 54 cm / 17 5/16"" x 21 1/4""",photograph
768,661755-32,"EVANS, Steven","Harbour Terrace, Queen's Quay West; Daniel Li Architect",1987,photograph,"frame: 44 x 54 cm / 17 5/16"" x 21 1/4""",photograph
769,661755-26,"EVANS, Steven","King's Landing, 435 Queen's Quay West, detail of balcony; Arthur Erickson Architects",1986,photograph,"frame: 44 x 54 cm / 17 5/16"" x 21 1/4""",photograph
770,661755-27,"EVANS, Steven","King's Landing, 435 Queen's Quay West, lakeview; Arthur Erickson Architects",1986,photograph,"frame: 44 x 54 cm / 17 5/16"" x 21 1/4""",photograph
771,661755-13,"EVANS, Steven","Lowe Marschalk & Goodgol, lobby, 20 Richmond Street East; Aldo and Francesco Piccaluga Design Consultants",1987,photograph,"frame: 67 x 77 cm / 26 3/8"" x 30 5/16""",photograph
772,661755-15,"EVANS, Steven","Lowe Marschalk & Goodgoll, 20 Richmond Street East, hall; Aldo and Francesco Piccaluga Design Consultants",1987,photograph,"frame: 44 x 54 cm / 17 5/16"" x 21 1/4""",photograph
